userid,epoch,is_poison,accuracy,correct_data,total_data,bengin_mean_acc,mal_mean_acc
global,0,True,0.0,0.0,0,0.0,0.0
global,1,True,0.24936374070562403,0.25036700920859467,0,0.2559748192099467,0.20597115287773954
global,2,True,0.3358950047407555,0.33688108901641534,0,0.337199930194223,0.31201178475042685
global,3,True,0.15744298617695493,0.15519484852529028,0,0.16448422448497133,0.10206595158414813
global,4,True,0.048305803682818504,0.04741091685573202,0,0.05288247952153845,0.013047576307240983
global,5,True,0.0739557862168771,0.07440277592419592,0,0.08210563682327274,0.020161526679170073
global,6,True,0.03208742951245072,0.03014480181502736,0,0.03471091738338619,0.011947997501834237
global,7,True,0.08528369679125705,0.08588015481115709,0,0.09493373124568315,0.021290408788659863
global,8,True,0.06996357103647886,0.0710162818630722,0,0.07707685252575627,0.015697944556013484
global,9,True,0.0840361295473826,0.08462898705458428,0,0.09343927621203833,0.020986457420878707
global,10,True,0.08074255202355407,0.08152609101828373,0,0.08949811295932011,0.02022657900142582
global,11,True,0.04945356554718299,0.050280261577472306,0,0.053727436911731846,0.012605584595591543
global,12,True,0.07655072608413593,0.07693847591085012,0,0.08486313321864532,0.01587922354398711
global,13,True,0.057138579769449575,0.057870679300680634,0,0.06250923459950823,0.0132785396534096
global,14,True,0.07939517940016967,0.08007473642065928,0,0.0878199739911626,0.020095747760511325
global,15,True,0.08373671340885273,0.0847290804751101,0,0.09209102744096707,0.020682506053097554
global,16,True,0.0813413843006138,0.08205992259442146,0,0.08986108384972175,0.0202477234444019
global,17,True,0.08129148161085882,0.0822267449619645,0,0.08985001284213327,0.020095747760511325
global,18,True,0.07600179649683118,0.076438008808221,0,0.08412025053480042,0.01587922354398711
global,19,True,0.05514247217925046,0.05600226878419858,0,0.05981313171015123,0.013126563969519023
global,20,True,0.08124157892110384,0.08242693180301615,0,0.0899704943038462,0.020095747760511325
global,21,True,0.09227007335695395,0.09338716135059388,0,0.10237812149294358,0.02373931582860283
global,22,True,0.08673087479415141,0.08766515414386761,0,0.09583341110465911,0.020986457420878707
global,23,True,0.08752931783023105,0.08831576137728547,0,0.09685006401443413,0.020682506053097554
global,24,True,0.08263885423424322,0.08331109035099427,0,0.09106561963051346,0.0202477234444019
global,25,True,0.08004391436698438,0.08072534365407714,0,0.08857234485627036,0.01587922354398711
global,26,True,0.08478466989370727,0.08609702388896304,0,0.09363053183302181,0.0202477234444019
global,27,True,0.08488447527321723,0.08581342586413987,0,0.09361552193378245,0.0202477234444019
global,28,True,0.0883277608663107,0.08945015347657814,0,0.0974814487184204,0.020682506053097554
global,29,True,0.08613204251709167,0.08778192980114774,0,0.0945893891577973,0.0202477234444019
global,30,True,0.08902639852288038,0.0900673962364874,0,0.09804193814991397,0.020834481736988132
global,31,True,0.7620639752482659,0.7599592953423195,0,0.7623459653993407,0.7628639706648748
global,32,True,0.8122161784520185,0.8098058187641799,0,0.8128006443679636,0.812013767098241
global,33,True,0.9105743799590797,0.9093654077138663,0,0.9096762670996251,0.92980608184533
global,34,True,0.9924147911572434,0.9917589750433738,0,0.9927183723012745,0.9966758731290092
global,35,True,0.9942112879884226,0.9936440677966102,0,0.9943708971338825,0.9979258731290093
global,36,True,0.952792055491791,0.9505705324969972,0,0.9516561172171674,0.9699621355830675
global,37,True,0.9785418434053595,0.9774122514346724,0,0.9777062823841023,0.9898149184502861
global,38,True,0.9760467089176107,0.9748265047377552,0,0.9738386869231365,0.9864360178961888
global,39,True,0.9765956385049154,0.9756439343387161,0,0.9754300667489837,0.9892003443411987
global,40,True,0.9604271670243026,0.9591118377152008,0,0.9598496826708847,0.9776246554859898
global,41,True,0.984081041968162,0.9830508474576272,0,0.9846113916302925,0.9887604110577433
global,42,True,0.9832326962423275,0.9824002402242092,0,0.983360830281945,0.9915027289799664
global,43,True,0.9741005040171665,0.9721740290938209,0,0.9733978296808268,0.9853507710383846
global,44,True,0.9933629422625879,0.9926097691178433,0,0.9933467011461024,0.9983606557377049
global,45,True,0.930485553171316,0.9281496062992126,0,0.929369540350382,0.9576872946946138
global,46,True,0.9962073955786217,0.9960963565994928,0,0.9958530359884932,1.0
global,47,True,0.9915165427416538,0.9914920592553049,0,0.9910136831824423,0.9964856557377051
global,48,True,0.9910674185338589,0.9904077138662752,0,0.9907318528580868,0.997735655737705
global,49,True,0.9921652777084685,0.9919591618844255,0,0.9916348078376376,0.9958606557377049
global,50,True,0.997754378961026,0.9978980381689577,0,0.997775890322315,0.9983606557377049
global,51,True,0.9985528219971056,0.9988322434271987,0,0.9984677200136449,0.9996960486322187
global,52,True,0.9984530166175957,0.9987988789536901,0,0.998301716782935,1.0
global,53,True,0.9969060332351913,0.996980515147471,0,0.9968825617327366,0.9983606557377049
global,54,True,0.995558660611807,0.9953289737087949,0,0.9956764015961681,0.9983606557377049
global,55,True,0.997904087030291,0.9981649539570265,0,0.9976203533713331,1.0
global,56,True,0.9994510704126952,0.999616308554651,0,0.9994699055699033,1.0
global,57,True,0.9966565197864165,0.9966635526491392,0,0.9966523385503382,0.9983606557377049
global,58,True,0.9984031139278408,0.9987988789536901,0,0.9982440519277673,1.0
global,59,True,0.9971056439942113,0.9974643000133457,0,0.99695762199909,0.9983606557377049
global,60,True,0.9925644992265084,0.9918090217536367,0,0.9924046246031106,0.9967416520476681
global,61,True,0.9914666400518988,0.9912084612304818,0,0.9914840421869983,0.9937177220270709
global,62,True,0.9921652777084685,0.9917089283331109,0,0.9920747255790455,0.995357066289366
global,63,True,0.9868256899046859,0.987104630988923,0,0.9871100162208323,0.9927619600444478
global,64,True,0.9937621637806278,0.9931269184572268,0,0.9932553060670049,0.9973666520476681
global,65,True,0.986376565696891,0.9861704257306819,0,0.9870503665125671,0.9915290573088855
global,66,True,0.975397973950796,0.9744761777659149,0,0.9749805186957969,0.9882978126325466
global,67,True,0.986526273766156,0.9866542105965568,0,0.9872413455875862,0.9908186644143715
global,68,True,0.9899196566694944,0.9896236487388229,0,0.9899038162898285,0.9947703079967798
global,69,True,0.9777434003692799,0.9756439343387161,0,0.9767064089882372,0.9890963237151261
