userid,epoch,is_poison,accuracy,correct_data,total_data,bengin_mean_acc,mal_mean_acc
person,0,True,0.1166225859573831,0.11717603096223142,0,0.12358365194830198,0.0037037037037037034
person,1,True,0.11926742851439692,0.11997864673695449,0,0.1375879515774073,0.011256483862866842
person,2,True,0.10724088028344728,0.10810089416789002,0,0.12170273325571475,0.025076655271810862
person,3,True,0.09880732571485604,0.09884225276925131,0,0.11062911266212991,0.021939425209989087
person,4,True,0.08747941514047607,0.08856599492860003,0,0.09088667738101426,0.018641281060946018
person,5,True,0.07774839063825541,0.07959095155478446,0,0.07872183682645223,0.018182155598715492
person,6,True,0.0795448874694346,0.08119244628319765,0,0.0802405013414242,0.014956272874881948
person,7,True,0.07754877987923549,0.07859001734952623,0,0.07589187944103032,0.016178457058380752
person,8,True,0.08094216278257398,0.08157613772854665,0,0.08238793058573192,0.016482408426161905
person,9,True,0.07869654174359998,0.07940744695048713,0,0.08014212104497807,0.016330432742271327
person,10,True,0.0795448874694346,0.08050847457627118,0,0.08031153311501607,0.012626729038567625
person,11,True,0.07869654174359998,0.0796910449753103,0,0.07922463176350705,0.012626729038567625
person,12,True,0.07934527671041469,0.0805418390497798,0,0.08113543039535477,0.013251729038567625
person,13,True,0.08024352512600429,0.08130922194047778,0,0.08146002101768089,0.013403704722458202
person,14,True,0.08039323319526923,0.08105898838916321,0,0.08209659841577918,0.013403704722458202
person,15,True,0.08099206547232896,0.08214333377819298,0,0.08289829329603574,0.013034701032421301
person,16,True,0.0817905085084086,0.08259375417055918,0,0.08399867055749022,0.017107408426161902
person,17,True,0.08189031388791856,0.08279394101161083,0,0.08418746992562975,0.013469483641116952
person,18,True,0.08273865961375318,0.08382823969037768,0,0.08549599461695287,0.017173187344820658
person,19,True,0.08273865961375318,0.08402842653142933,0,0.0843255784377396,0.015108827903412036
person,20,True,0.08328758920105794,0.08447884692379554,0,0.0860048690172629,0.017686007857641167
person,21,True,0.08513398872199211,0.08589683704791139,0,0.08890828757556382,0.01805501154767807
person,22,True,0.08558311292978692,0.08626384625650607,0,0.08897301422550245,0.01820698723156865
person,23,True,0.0858326263785618,0.08669758441211797,0,0.08891287532422829,0.01820698723156865
person,24,True,0.08533359948101203,0.08671426664887229,0,0.0884304386786167,0.019781279171607984
person,25,True,0.08473476720395229,0.08581342586413987,0,0.08869586905328804,0.019781279171607984
person,26,True,0.08658116672488647,0.08769851861737622,0,0.08995009940683282,0.018445886277094058
person,27,True,0.08673087479415141,0.08733150940878152,0,0.09049207120322562,0.018445886277094058
person,28,True,0.08613204251709167,0.08729814493527292,0,0.08962919649364486,0.018445886277094058
person,29,True,0.0871799990019462,0.08803216335246229,0,0.09101341777319068,0.020085230539389137
person,30,True,0.0874295124507211,0.08831576137728547,0,0.09188783136665282,0.02045423422942604
person,31,True,0.671939717550776,0.6687741892432938,0,0.6582084370484059,1.0
person,32,True,0.7130595339088777,0.7086447350860804,0,0.7029885701523471,1.0
person,33,True,0.7594690353810071,0.7540704657680501,0,0.7487501971893833,1.0
person,34,True,0.826987374619492,0.8252702522354197,0,0.8300289181331533,1.0
person,35,True,0.8482958231448675,0.8454057119978646,0,0.8559472531868622,1.0
person,36,True,0.8203004141923249,0.8190644601628186,0,0.8223848289025093,1.0
person,37,True,0.8305803682818504,0.8276224476177766,0,0.8401548963232885,1.0
person,38,True,0.8265881531014522,0.8252535699986654,0,0.8321929674466724,1.0
person,39,True,0.8169070312889865,0.8143600693981049,0,0.8227352947755048,1.0
person,40,True,0.813463745695893,0.8112738555985587,0,0.8124953892295685,1.0
person,41,True,0.8510404710813912,0.8486420659281997,0,0.8591936661638915,1.0
person,42,True,0.8572783073007635,0.8567329507540371,0,0.8570387877405548,1.0
person,43,True,0.8403113927840711,0.8410850126784999,0,0.8435297397337089,1.0
person,44,True,0.8557313239183592,0.8566328573335112,0,0.8630264693568197,1.0
person,45,True,0.826937471929737,0.8255371680234886,0,0.8285443667319544,1.0
person,46,True,0.8834273167323718,0.8842586413986387,0,0.8896786052279277,1.0
person,47,True,0.8891661260541943,0.8894968637394902,0,0.8929472666865965,1.0
person,48,True,0.9003942312490644,0.8996897103963699,0,0.9055333364193056,1.0
person,49,True,0.8950047407555267,0.8957026558120913,0,0.8989672134699859,1.0
person,50,True,0.901042966215879,0.9017416255171493,0,0.9087782721239815,1.0
person,51,True,0.9150157193472728,0.9154544241291872,0,0.9209255330103676,1.0
person,52,True,0.9030390738060782,0.9036600827438943,0,0.9124681576500269,1.0
person,53,True,0.9051848894655422,0.9053616708928333,0,0.9152508067522671,1.0
person,54,True,0.896851140276461,0.8965868143600694,0,0.9051504918067785,1.0
person,55,True,0.9075303158840261,0.9073301748298412,0,0.9170550907340105,1.0
person,56,True,0.9244473277109636,0.9251301214466836,0,0.9349347134148821,1.0
person,57,True,0.905683916363092,0.9074636327238756,0,0.9134284034889978,1.0
person,58,True,0.907979440091821,0.9080975577205391,0,0.9171359792076932,1.0
person,59,True,0.91007535306153,0.9110836780995596,0,0.9185628917043431,1.0
person,60,True,0.889764958331254,0.890531162418257,0,0.8951058227315029,1.0
person,61,True,0.8985478317281301,0.9004737755238222,0,0.9058611881770234,1.0
person,62,True,0.8827286790758022,0.8833244361403977,0,0.8912715578450932,1.0
person,63,True,0.8770896751334897,0.8787034565594555,0,0.8822563650965577,1.0
person,64,True,0.8796846150007486,0.8808888295742693,0,0.8835394574933738,1.0
person,65,True,0.8687559259444084,0.8703289737087949,0,0.8725852092644835,1.0
person,66,True,0.8716502819501971,0.8719638329107167,0,0.8739207397907007,1.0
person,67,True,0.8889166126054194,0.8906145736020286,0,0.8921027916564147,1.0
person,68,True,0.8797844203802585,0.8814893900974242,0,0.8860016799295038,1.0
person,69,True,0.8713508658116672,0.8724142533030829,0,0.8769530844442786,1.0
person,70,True,0.8893657368132142,0.8898638729480849,0,0.8986412081756807,1.0
person,71,True,0.8952043515145466,0.8966869077805952,0,0.9017129067066245,1.0
person,72,True,0.9044363491192176,0.9046109702388896,0,0.9139094408047026,1.0
person,73,True,0.8968012375867059,0.8982717202722541,0,0.9011533030982061,1.0
person,74,True,0.9102250611307949,0.9113672761243827,0,0.9190388565029924,1.0
person,75,True,0.9113728229951594,0.9120345655945549,0,0.9185625709928237,1.0
person,76,True,0.9071310943659864,0.908364473508608,0,0.9155666748586025,1.0
person,77,True,0.9201556963920355,0.9204590951554784,0,0.9299540356912575,1.0
person,78,True,0.9215529717051749,0.9221773655411718,0,0.9290672028955366,1.0
person,79,True,0.9272917810269974,0.9274489523555318,0,0.9344012722696657,1.0
person,80,True,0.9300863316532761,0.9305184839183238,0,0.9392257396012819,1.0
person,81,True,0.9292379859274414,0.9290838115574537,0,0.9373358026376138,1.0
person,82,True,0.9288387644094017,0.9288669424796476,0,0.9391287089812471,1.0
person,83,True,0.9284894455811168,0.9293840918190311,0,0.9377331850427015,1.0
person,84,True,0.9331802984180847,0.9343553983718137,0,0.9415983467795526,1.0
person,85,True,0.9275911971655272,0.9285666622180702,0,0.9337752968166015,1.0
person,86,True,0.9241978142621887,0.9245462431602829,0,0.9306104476851876,0.9996960486322187
person,87,True,0.9254952841958182,0.9271987188042172,0,0.9328003301298501,1.0
person,88,True,0.9245471330904735,0.9259642332843988,0,0.9350473356365807,0.9996960486322187
